original_name	new_name_iter1	missing_values
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_05	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_05	
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_06	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_06	
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_07	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_07	
20231208_bmcc41_pfa_centr-tub-hoechst_series00	bmcc41_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc41_pfa_centr-tub-hoechst_series01	bmcc41_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc41_pfa_centr-tub-hoechst_series02	bmcc41_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20231208_bmcc41_pfa_centr-tub-hoechst_series03	bmcc41_pfa_cetn-tub-dna_20231208_MISSINGNAME_s03	cl
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_01	rcc3536_pfa_dna-tub-nhs_20230718_csd_01_MISSINGCHANNELS	na
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_02	rcc3536_pfa_dna-tub-nhs_20230718_csd_02_MISSINGCHANNELS	na
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_03	rcc3536_pfa_dna-tub-nhs_20230718_csd_03_MISSINGCHANNELS	na
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_04	rcc3536_pfa_dna-tub-nhs_20230718_csd_04_MISSINGCHANNELS	na
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_05	rcc3536_pfa_dna-tub-nhs_20230718_csd_05_MISSINGCHANNELS	na
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_06	rcc3536_pfa_dna-tub-nhs_20230718_csd_06_MISSINGCHANNELS	na
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series00	rcc3777_pfa_dna-tub-nhs_20230531_od_s00	
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series01	rcc3777_pfa_dna-tub-nhs_20230531_od_s01	
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series02	rcc3777_pfa_dna-tub-nhs_20230531_od_s02	
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series03	rcc3777_pfa_dna-tub-nhs_20230531_od_s03	
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series00	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s00	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series01	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s01	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series02	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s02	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series03	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s03	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series04	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s04	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series05	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s05	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series06	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s06	cl
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series07	rcc3438_pfa_cetn-tub-dna_20230817_MISSINGNAME_s07	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series00	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s00	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series01	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s01	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series02	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s02	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series03	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s03	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series04	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s04	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series05	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s05	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series06	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s06	cl
20230823_rcc3438_pfa_hoechst-nhs-tub_series07	rcc3438_pfa_dna-nhs-tub_20230823_MISSINGNAME_s07	cl
20230712_7014_PFA-NHS_e7_DNA_001	rcc7014_pfa_nhs-tub-dna_20230712_MISSINGNAME_001	
20230712_7014_PFA-NHS_e7_DNA_002	rcc7014_pfa_nhs-tub-dna_20230712_MISSINGNAME_002	
20230423_RCC_1534_pfa_OD_nhs-tub-Hoechst_series00	rcc1534_pfa_nhs-tub-dna_20230423_od_s00	
20230423_RCC_1534_pfa_OD_nhs-tub-Hoechst_series01	rcc1534_pfa_nhs-tub-dna_20230423_od_s01	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_01	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_01	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_02	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_02	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_03	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_03	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_04	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_04	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_05	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_05	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_06	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_06	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_07	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_07	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_08	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_08	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_09	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_09	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_10	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_10	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_11	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_11	
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_12	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_12	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_01	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_01	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_02	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_02	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_03	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_03	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_04	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_04	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_05	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_05	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_06	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_06	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_07	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_07	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_08	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_08	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_09	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_09	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_10	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_10	
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_11	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_11	
20240404_rcc6219-pfa_centr-tub-hoechst_series00	rcc6219_pfa_cetn-tub-dna_20240404_MISSINGNAME_s00	cl
20240404_rcc6219-pfa_centr-tub-hoechst_series01	rcc6219_pfa_cetn-tub-dna_20240404_MISSINGNAME_s01	cl
20240404_rcc6219-pfa_centr-tub-hoechst_series02	rcc6219_pfa_cetn-tub-dna_20240404_MISSINGNAME_s02	cl
20240404_rcc6219-pfa_centr-tub-hoechst_series03	rcc6219_pfa_cetn-tub-dna_20240404_MISSINGNAME_s03	cl
20230423_RCC_1216_pfa_OD_nhs-tub-Hoechst_series00	rcc1216_pfa_nhs-tub-dna_20230423_od_s00	
20230423_RCC_1216_pfa_OD_nhs-tub-Hoechst_series01	rcc1216_pfa_nhs-tub-dna_20230423_od_s01	
20230423_RCC_1216_pfa_OD_nhs-tub-Hoechst_series02	rcc1216_pfa_nhs-tub-dna_20230423_od_s02	
20230616_RCC_1217_pfa_OD_Hoechst-tub-nhs_series00	rcc1217_pfa_dna-tub-nhs_20230616_od_s00	
20230616_RCC_1217_pfa_OD_Hoechst-tub-nhs_series01	rcc1217_pfa_dna-tub-nhs_20230616_od_s01	
20230423_RCC_1536_pfa_OD_nhs-tub-Hoechst_series00	rcc1536_pfa_nhs-tub-dna_20230423_od_s00	
20230423_RCC_1536_pfa_OD_nhs-tub-Hoechst_series01	rcc1536_pfa_nhs-tub-dna_20230423_od_s01	
20230423_RCC_1536_pfa_OD_nhs-tub-Hoechst_series02	rcc1536_pfa_nhs-tub-dna_20230423_od_s02	
20230506_RCC_1536_pfa_OD_tub-Hoechst-act_series00	rcc1536_pfa_tub-dna-act_20230506_od_s00	
20230506_RCC_1536_pfa_OD_tub-Hoechst-act_series01	rcc1536_pfa_tub-dna-act_20230506_od_s01	
20230506_RCC_1536_pfa_OD_tub-Hoechst-act_series02	rcc1536_pfa_tub-dna-act_20230506_od_s02	
20230506_RCC_1536_pfa_OD_tub-Hoechst-act_series03	rcc1536_pfa_tub-dna-act_20230506_od_s03	
20230829_rcc_1532_pfa_csd_Hoechst_tub_nhs_na_01	rcc1532_pfa_dna-tub-nhs_20230829_csd_01	
20230829_rcc_1532_pfa_csd_Hoechst_tub_nhs_na_02	rcc1532_pfa_dna-tub-nhs_20230829_csd_02	
20230829_rcc_1532_pfa_csd_Hoechst_tub_nhs_na_03	rcc1532_pfa_dna-tub-nhs_20230829_csd_03	
20230719_rcc_VF21-40_pfa_csd_hoechst_tub_nhs_na_01	rcc10902_pfa_dna-tub-nhs_20230719_csd_01_MISSINGCHANNELS	na
20231208_bmcc1_pfa_centr-tub-hoechst_series00	bmcc1_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc1_pfa_centr-tub-hoechst_series01	bmcc1_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc1_pfa_centr-tub-hoechst_series02	bmcc1_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20230829_rcc_2321_pfa_csd_Hoechst_tub_nhs_na_01	rcc2321_pfa_dna-tub-nhs_20230829_csd_01	
20230829_rcc_2321_pfa_csd_Hoechst_tub_nhs_na_02	rcc2321_pfa_dna-tub-nhs_20230829_csd_02	
20230829_rcc_2321_pfa_csd_Hoechst_tub_nhs_na_03	rcc2321_pfa_dna-tub-nhs_20230829_csd_03	
20230829_rcc_2321_pfa_csd_Hoechst_tub_nhs_na_04	rcc2321_pfa_dna-tub-nhs_20230829_csd_04	
20230829_rcc_2321_pfa_csd_Hoechst_tub_nhs_na_05	rcc2321_pfa_dna-tub-nhs_20230829_csd_05	
20230531_RCC_3430_pfa_OD_Hoechst-tub-nhs_series00	rcc3430_pfa_dna-tub-nhs_20230531_od_s00	
20230531_RCC_3430_pfa_OD_Hoechst-tub-nhs_series01	rcc3430_pfa_dna-tub-nhs_20230531_od_s01	
20240208_RCC_3430_pfa_OD_Hoechst-centr-nhs-tub_series00	rcc3430_pfa_dna-cetn-nhs-tub_20240208_od_s00	
20240208_RCC_3430_pfa_OD_Hoechst-centr-nhs-tub_series01	rcc3430_pfa_dna-cetn-nhs-tub_20240208_od_s01	
20240208_RCC_3430_pfa_OD_Hoechst-centr-nhs-tub_series02	rcc3430_pfa_dna-cetn-nhs-tub_20240208_od_s02	
20240203_BMCC_10_pfa_OD_Hoechst-act-nhs-tub_series00	bmcc10_pfa_dna-act-nhs-tub_20240203_od_s00	
20240203_BMCC_10_pfa_OD_Hoechst-act-nhs-tub_series01	bmcc10_pfa_dna-act-nhs-tub_20240203_od_s01	
20240203_BMCC_10_pfa_OD_Hoechst-act-nhs-tub_series02	bmcc10_pfa_dna-act-nhs-tub_20240203_od_s02	
20240203_BMCC_10_pfa_OD_Hoechst-act-nhs-tub_series03	bmcc10_pfa_dna-act-nhs-tub_20240203_od_s03	
20240203_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc10_pfa_dna-cetn-nhs-tub_20240203_od_s00	
20240203_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc10_pfa_dna-cetn-nhs-tub_20240203_od_s01	
20240203_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc10_pfa_dna-cetn-nhs-tub_20240203_od_s02	
20240203_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc10_pfa_dna-cetn-nhs-tub_20240203_od_s03	
20240207_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc10_pfa_dna-cetn-nhs-tub_20240207_od_s00	
20240207_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc10_pfa_dna-cetn-nhs-tub_20240207_od_s01	
20240207_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc10_pfa_dna-cetn-nhs-tub_20240207_od_s02	
20240207_BMCC_10_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc10_pfa_dna-cetn-nhs-tub_20240207_od_s03	
20230817_rcc_6257_pfa_csd_hoechst_tub_nhs_na_01	rcc6257_pfa_dna-tub-nhs_20230817_csd_01	
20230817_rcc_6257_pfa_csd_hoechst_tub_nhs_na_02	rcc6257_pfa_dna-tub-nhs_20230817_csd_02	
20230817_rcc_6257_pfa_csd_hoechst_tub_nhs_na_03	rcc6257_pfa_dna-tub-nhs_20230817_csd_03	
20230802_RCC_1540_pfa_OD_Hoechst-tub-nhs_series00	rcc1540_pfa_dna-tub-nhs_20230802_od_s00	
20230802_RCC_1540_pfa_OD_Hoechst-tub-nhs_series01	rcc1540_pfa_dna-tub-nhs_20230802_od_s01	
20230802_RCC_1540_pfa_OD_Hoechst-tub-nhs_series02	rcc1540_pfa_dna-tub-nhs_20230802_od_s02	
20231018_rcc2550_pfa_centr-tub-hoechst_series00	rcc2550_pfa_cetn-tub-dna_20231018_MISSINGNAME_s00	cl
20231018_rcc2550_pfa_centr-tub-hoechst_series01	rcc2550_pfa_cetn-tub-dna_20231018_MISSINGNAME_s01	cl
20231018_rcc2550_pfa_centr-tub-hoechst_series02	rcc2550_pfa_cetn-tub-dna_20231018_MISSINGNAME_s02	cl
20231018_rcc2550_pfa_centr-tub-hoechst_series03	rcc2550_pfa_cetn-tub-dna_20231018_MISSINGNAME_s03	cl
20230815_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_01	rcc10746_pfa_dna-tub-nhs_20230815_csd_01	
20230815_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_02	rcc10746_pfa_dna-tub-nhs_20230815_csd_02	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_01	rcc10746_pfa_dna-tub-nhs_20230829_csd_01	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_02	rcc10746_pfa_dna-tub-nhs_20230829_csd_02	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_03	rcc10746_pfa_dna-tub-nhs_20230829_csd_03	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_04	rcc10746_pfa_dna-tub-nhs_20230829_csd_04	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_05	rcc10746_pfa_dna-tub-nhs_20230829_csd_05	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_06	rcc10746_pfa_dna-tub-nhs_20230829_csd_06	
20230829_rcc_P45_pfa_csd_Hoechst_tub_nhs_na_07	rcc10746_pfa_dna-tub-nhs_20230829_csd_07	
20240216_BMCC_28_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s00	
20240216_BMCC_28_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s01	
20240216_BMCC_28_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s02	
20240216_BMCC_28_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s03	
20240216_BMCC_28_pfa_OD_Hoechst-centr-nhs-tub_series04	bmcc28_pfa_dna-cetn-nhs-tub_20240216_od_s04	
20231208_bmcc21_pfa_centr-tub-hoechst_series00	bmcc21_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc21_pfa_centr-tub-hoechst_series01	bmcc21_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc21_pfa_centr-tub-hoechst_series02	bmcc21_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series00	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s00	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series01	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s01	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series02	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s02	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series03	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s03	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series04	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s04	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series05	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s05	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series06	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s06	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series07	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s07	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series08	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s08	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series09	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s09	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series10	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s10	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series11	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s11	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series12	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s12	cl
20240425_bmcc21_pfa_hoechst-tub-centr-nhs_series13	bmcc21_pfa_dna-tub-cetn-nhs_20240425_MISSINGNAME_s13	cl
20230719_rcc_6695_pfa_csd_hoechst_tub_nha_na_01	rcc6695_pfa_dna-tub-nhs_20230719_csd_01_MISSINGCHANNELS	na
20230817_rcc_6196_pfa_csd_hoechst_tub_nhs_na_01	rcc6196_pfa_dna-tub-nhs_20230817_csd_01	
20230817_rcc_6196_pfa_csd_hoechst_tub_nhs_na_02	rcc6196_pfa_dna-tub-nhs_20230817_csd_02	
20230817_rcc_6196_pfa_csd_hoechst_tub_nhs_na_03	rcc6196_pfa_dna-tub-nhs_20230817_csd_03	
20230817_rcc_6196_pfa_csd_hoechst_tub_nhs_na_04	rcc6196_pfa_dna-tub-nhs_20230817_csd_04	
20230616_RCC_3691_pfa_OD_Hoechst-tub-nhs_series00	rcc3691_pfa_dna-tub-nhs_20230616_od_s00	
20230616_RCC_3691_pfa_OD_Hoechst-tub-nhs_series01	rcc3691_pfa_dna-tub-nhs_20230616_od_s01	
20230616_RCC_3691_pfa_OD_Hoechst-tub-nhs_series02	rcc3691_pfa_dna-tub-nhs_20230616_od_s02	
20240209_RCC_3691_pfa_OD_Hoechst-centr-nhs-tub_series00	rcc3691_pfa_dna-cetn-nhs-tub_20240209_od_s00	
20240209_RCC_3691_pfa_OD_Hoechst-centr-nhs-tub_series01	rcc3691_pfa_dna-cetn-nhs-tub_20240209_od_s01	
20230621_Tokyo_chem_NHS_tub_centr_DNA_001	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_001	
20230621_Tokyo_chem_NHS_tub_centr_DNA_002	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_002	
20230621_Tokyo_chem_NHS_tub_centr_DNA_003	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_003	
20230621_Tokyo_chem_NHS_tub_centr_DNA_004	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_004	
20230621_Tokyo_chem_NHS_tub_centr_DNA_005	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_005	
20230621_Tokyo_chem_NHS_tub_centr_DNA_006	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_006	
20230621_Tokyo_chem_NHS_tub_centr_DNA_007	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_007	
20230621_Tokyo_chem_NHS_tub_centr_DNA_008	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_008	
20230621_Tokyo_chem_NHS_tub_centr_DNA_009	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_009	
20230621_Tokyo_chem_NHS_tub_centr_DNA_010	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_010	
20230621_Tokyo_chem_NHS_tub_centr_DNA_011	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_011	
20230621_Tokyo_chem_NHS_tub_centr_DNA_012	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_012	
20230621_Tokyo_chem_NHS_tub_centr_DNA_013	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_013	
20230621_Tokyo_chem_NHS_tub_centr_DNA_014	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_014	
20230621_Tokyo_chem_NHS_tub_centr_DNA_015	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_015	
20230621_Tokyo_chem_NHS_tub_centr_DNA_016	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_016	
20230621_Tokyo_chem_NHS_tub_centr_DNA_017	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_017	
20230621_Tokyo_chem_NHS_tub_centr_DNA_018	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_018	
20230621_Tokyo_chem_NHS_tub_centr_DNA_019	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_019	
20230621_Tokyo_chem_NHS_tub_centr_DNA_020	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_020	
20230621_Tokyo_chem_NHS_tub_centr_DNA_021	tokyo_pfa_nhs-tub-cetn-dna_20230621_fm_021	
20230625_Tokyo_NHS_tub_centr_DNA_Experiment-356-Airyscan_Processing-04	tokyo_MISSINGFIX_nhs-tub-cetn-dna_20230625_fm_04	pfa
20230625_Tokyo_NHS_tub_centr_DNA_Experiment-357-Airyscan_Processing-05	tokyo_MISSINGFIX_nhs-tub-cetn-dna_20230625_fm_05	pfa
20230625_Tokyo_NHS_tub_centr_DNA_Experiment-358-Airyscan_Processing-06	tokyo_MISSINGFIX_nhs-tub-cetn-dna_20230625_fm_06	pfa
20230625_Tokyo_NHS_tub_centr_DNA_Experiment-359-Airyscan_Processing-03	tokyo_MISSINGFIX_nhs-tub-cetn-dna_20230625_fm_03	pfa
20230625_Tokyo_NHS_tub_centr_DNA_Experiment-360-Airyscan_Processing-02	tokyo_MISSINGFIX_nhs-tub-cetn-dna_20230625_fm_02_TOOMANYCHANNELS	pfa,nhs-tub-cetn
20230625_Tokyo_NHS_tub_centr_DNA_Experiment-361-Airyscan_Processing-07	tokyo_MISSINGFIX_nhs-tub-cetn-dna_20230625_fm_07	pfa
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0000_Seq0000	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0000_seq0000	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0001_Seq0001	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0001_seq0001	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0002_Seq0002	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0002_seq0002	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0002_Seq0002_2	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0002_seq0002_2	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0003_Seq0003	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0003_seq0003	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0003_Seq0003_2	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0003_seq0003_2	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0004_Seq0004	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0004_seq0004	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0005_Seq0005	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0005_seq0005	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0006_Seq0006	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0006_seq0006	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0007_Seq0007	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0007_seq0007	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0008_Seq0008	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0008_seq0008	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0009_Seq0009	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0009_seq0009	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0010_Seq0010	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0010_seq0010	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0011_Seq0011	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0011_seq0011	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0012_Seq0012	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0012_seq0012	
20230629_Tokyo_chem-0.025GA_actin_bodipy_tubulin_DNA_Point0013_Seq0013	tokyo_pfa_act-bod-tub-dna_20230629_fm_point0013_seq0013	
20230629_Tokyo_chem-0.025GA_npc_bodipy_tubulin_DNA_Point0000_Seq0000	tokyo_pfa_npc-bod-tub-dna_20230629_fm_point0000_seq0000	
20230629_Tokyo_chem-0.025GA_npc_bodipy_tubulin_DNA_Point0001_Seq0001	tokyo_pfa_npc-bod-tub-dna_20230629_fm_point0001_seq0001	
